,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
191,10346448,2019,MOUNT DESERT ISLE CHAPTER OF THE NATIONAL SOCIETY OF THE DAUGHTERS,MOUNT DESERT ISLE CHAPTER OF THE NATIONAL SOCIETY OF THE DAUGHTERS,ME,712120.0,A80
202,10347783,2018,DRESDEN HISTORICAL SOCIETY,DRESDEN HISTORICAL SOCIETY,ME,712120.0,A82
210,10349229,2019,ALLAGASH HISTORICAL SOCIETY,ALLAGASH HISTORICAL SOCIETY,ME,712120.0,A82
219,10352294,2019,WHITEFIELD HISTORICAL SOCIETY,WHITEFIELD HISTORICAL SOCIETY,ME,712120.0,A82
222,10352852,2019,BOWDOINHAM HISTORICAL SOCIETY INC,BOWDOINHAM HISTORICAL SOCIETY INC,ME,712120.0,A82
223,10353221,2019,LIMINGTON HISTORICAL SOCIETY INC,LIMINGTON HISTORICAL SOCIETY INC,ME,712120.0,A82
228,10353565,2018,STE AGATHE HISTORICAL SOCIETY,STE AGATHE HISTORICAL SOCIETY,ME,712120.0,A82
229,10353697,2019,ROCKLAND HISTORICAL SOCIETY,ROCKLAND HISTORICAL SOCIETY,ME,712120.0,A82
236,10354953,2019,WINTERPORT UNION MEETING HOUSE,WINTERPORT UNION MEETING HOUSE,ME,712120.0,A82
243,10356095,2019,STOCKHOLM HISTORICAL SOCIETY INC,STOCKHOLM HISTORICAL SOCIETY INC,ME,712120.0,A82
248,10357217,2019,SWEDEN HISTORICAL SOCIETY,SWEDEN HISTORICAL SOCIETY,ME,712120.0,A82
250,10357544,2019,PENOBSCOT HISTORICAL SOCIETY INC,PENOBSCOT HISTORICAL SOCIETY INC,ME,712120.0,A82
259,10358383,2019,HARPSWELL HISTORICAL SOCIETY,HARPSWELL HISTORICAL SOCIETY,ME,712120.0,A82
261,10359121,2019,GEORGETOWN HISTORICAL SOCIETY,GEORGETOWN HISTORICAL SOCIETY,MA,712120.0,A82
268,10359659,2019,ELLSWORTH HISTORICAL SOCIETY,ELLSWORTH HISTORICAL SOCIETY,ME,712120.0,A82
269,10359726,2017,WINDHAM HISTORICAL SOCIETY INC,WINDHAM HISTORICAL SOCIETY INC,ME,712120.0,A82
273,10360177,2009,NOBLEBORO HISTORICAL SOCIETY,NOBLEBORO HISTORICAL SOCIETY,ME,712120.0,A82
277,10360554,2019,ELIOT HISTORICAL SOCIETY,ELIOT HISTORICAL SOCIETY,ME,712120.0,A82
278,10360595,2019,WOOLWICH HISTORICAL SOCIETY INC,WOOLWICH HISTORICAL SOCIETY INC,ME,712120.0,A82
282,10361404,2019,WINTERPORT HISTORICAL ASSOCIATION,WINTERPORT HISTORICAL ASSOCIATION,ME,712120.0,A82
284,10361580,2019,STRONG HISTORICAL SOCIETY INC,STRONG HISTORICAL SOCIETY INC,ME,712120.0,A80
289,10363070,2019,WOODLAND HISTORICAL SOCIETY,WOODLAND HISTORICAL SOCIETY,ME,712120.0,A82
292,10363861,2019,MAINE FORESTRY MUSEUM,MAINE FORESTRY MUSEUM,ME,712110.0,A57
293,10364057,2019,THE DEAD RIVER AREA HISTORICAL SOCIETY,THE DEAD RIVER AREA HISTORICAL SOCIETY,ME,712120.0,A82
296,10364235,2018,MILLINOCKET HISTORICAL SOCIETY,MILLINOCKET HISTORICAL SOCIETY,ME,712120.0,A82
301,10365295,2019,NORRIDGEWOCK HISTORICAL SOCIETY,NORRIDGEWOCK HISTORICAL SOCIETY,ME,712120.0,A82
320,10366960,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,ME,712120.0,A80
324,10367373,2019,THE WOODSTOCK HISTORICAL SOCIETY,THE WOODSTOCK HISTORICAL SOCIETY,ME,712120.0,A82
326,10367691,2019,LIVERMORE LIVERMORE FALLS HISTORICAL SOCIETY INC,LIVERMORE LIVERMORE FALLS HISTORICAL SOCIETY INC,ME,712120.0,A82
335,10369079,2018,HISTORICAL SOCIETY OF THE TOWN OF HANCOCK MAINE,HISTORICAL SOCIETY OF THE TOWN OF HANCOCK MAINE,ME,712120.0,A82
336,10369335,2019,GREATER BANGOR FOURTH OF JULY CORPORATION,GREATER BANGOR FOURTH OF JULY CORPORATION,ME,712120.0,A84
339,10369562,2018,TOWN OF GOULDSBORO HISTORICAL SOCIETY,TOWN OF GOULDSBORO HISTORICAL SOCIETY,ME,712120.0,A82
350,10371231,2019,LAMOINE HISTORICAL SOCIETY,LAMOINE HISTORICAL SOCIETY,ME,712120.0,A82
363,10374102,2019,DAUGHTERS OF ISABELLA,DAUGHTERS OF ISABELLA,ME,712120.0,A80
364,10374181,2018,VINALHAVEN HISTORICAL SOCIETY THE,VINALHAVEN HISTORICAL SOCIETY THE,ME,712120.0,A82
376,10376425,2019,OXFORD HISTORICAL SOCIETY,OXFORD HISTORICAL SOCIETY,ME,712120.0,A82
380,10376940,2019,OTISFIELD HISTORICAL SOCIETY,OTISFIELD HISTORICAL SOCIETY,ME,712120.0,A82
384,10377606,2019,CAPE ELIZABETH HISTORIC PRESERVATION SOCIETY,CAPE ELIZABETH HISTORIC PRESERVATION SOCIETY,ME,712120.0,A82
386,10377985,2013,FARMINGTON HISTORICAL SOCIETY INC,FARMINGTON HISTORICAL SOCIETY INC,ME,712120.0,A82
392,10378440,2019,FRANKLIN HISTORICAL SOCIETY,FRANKLIN HISTORICAL SOCIETY,ME,712120.0,A82
395,10378533,2018,VIENNA HISTORICAL SOCIETY,VIENNA HISTORICAL SOCIETY,ME,712120.0,A82
398,10379037,2019,DIXFIELD HISTORICAL SOCIETY,DIXFIELD HISTORICAL SOCIETY,ME,712120.0,A82
399,10379081,2019,PARIS CAPE HISTORICAL SOCIETY,PARIS CAPE HISTORICAL SOCIETY,ME,712120.0,A82
411,10381899,2018,UNITY HISTORICAL SOCIETY INC,UNITY HISTORICAL SOCIETY INC,ME,712120.0,A82
412,10381906,2018,OLD TOWN MUSEUM,OLD TOWN MUSEUM,ME,712110.0,A54
416,10382336,2019,LIMERICK HISTORICAL SOCIETY INC,LIMERICK HISTORICAL SOCIETY INC,ME,712120.0,A82
419,10382821,2018,WELLS AUTO MUSEUM,WELLS AUTO MUSEUM,ME,712110.0,A50
422,10383492,2019,GREAT HARBOR COLLECTION INC,GREAT HARBOR COLLECTION INC,ME,712110.0,A54
440,10386599,2018,FORT KENT HISTORICAL SOCIETY,FORT KENT HISTORICAL SOCIETY,ME,712120.0,A82
450,10388401,2018,FARM DAYS,FARM DAYS,ME,712120.0,A84
466,10389912,2019,MONSON HISTORICAL SOCIETY,MONSON HISTORICAL SOCIETY,ME,712120.0,A82
478,10392792,2019,NORWAY HISTORICAL SOCIETY,NORWAY HISTORICAL SOCIETY,ME,712120.0,A82
480,10392847,2019,GRAND LAKE STREAM HISTORICAL SOCIETY,GRAND LAKE STREAM HISTORICAL SOCIETY,ME,712120.0,A82
482,10393119,2016,READFIELDUNIONMEETINGHOUSECOMPANY,READFIELD UNION MEETING HOUSE COMPANY,ME,712120.0,A80
491,10395079,2019,TURNER MUSEUM AND HISTORICAL ASSOCIATION,TURNER MUSEUM AND HISTORICAL ASSOCIATION,ME,712110.0,A50
501,10401086,2019,ST CROIX HISTORICAL SOCIETY,ST CROIX HISTORICAL SOCIETY,ME,712120.0,A82
504,10403598,2017,PITTSFIELD HISTORICAL SOCIETY,PITTSFIELD HISTORICAL SOCIETY,ME,712120.0,A82
518,10406670,2019,YORK COUNTY GENEALOGICAL SOCIETY,YORK COUNTY GENEALOGICAL SOCIETY,ME,712120.0,A80
524,10409240,2013,THE COASTAL CHILDRENS MUSEUM,THE COASTAL CHILDRENS MUSEUM,ME,712110.0,A50
526,10409878,2019,WATERBOROUGH HISTORICAL SOCIETY,WATERBOROUGH HISTORICAL SOCIETY,ME,712120.0,A82
531,10411841,2019,MAINE MILITARY HISTORICAL SOCIETY INC,MAINE MILITARY HISTORICAL SOCIETY INC,ME,712120.0,A82
532,10412021,2019,READFIELD HISTORICAL SOCIETY,READFIELD HISTORICAL SOCIETY,ME,712120.0,A82
558,10418122,2019,OAKFIELD HISTORICAL SOCIETY,OAKFIELD HISTORICAL SOCIETY,ME,712120.0,A82
577,10423237,2019,THE PARSONSFIELD-PORTER HISTORICAL SOCIETY,THE PARSONSFIELD-PORTER HISTORICAL SOCIETY,ME,712120.0,A82
578,10424919,2019,Bell Hill Meeting House Association,BELL HILL MEETING HOUSE ASSOCIATION,ME,712110.0,A54
584,10426279,2009,HERMON HISTORICAL SOCIETY,HERMON HISTORICAL SOCIETY,ME,712120.0,A82
596,10429094,2018,ST FRANCIS HISTORICAL SOCIETY,ST FRANCIS HISTORICAL SOCIETY,ME,712120.0,A82
603,10430965,2019,ALBION HISTORICAL SOCIETY INC,ALBION HISTORICAL SOCIETY INC,ME,712120.0,A82
607,10431380,2019,BROWNFIELD HISTORICAL SOCIETY,BROWNFIELD HISTORICAL SOCIETY,ME,712120.0,A82
609,10431548,2019,KINGS MILLS UNION HALL ASSOCIATION,KINGS MILLS UNION HALL ASSOCIATION,ME,712120.0,A80
621,10435166,2019,LIMESTONE-CASWELL HISTORICAL SOCIETY,LIMESTONE-CASWELL HISTORICAL SOCIETY,ME,712120.0,A82
628,10436654,2019,ST GEORGE HISTORICAL SOCIETY RT 131,ST GEORGE HISTORICAL SOCIETY RT 131,ME,712120.0,A82
633,10439447,2019,TREMONT HISTORICAL SOCIETY,TREMONT HISTORICAL SOCIETY,ME,712120.0,A82
665,10448158,2016,GREENE PLANTATION HISTORICAL SOCIETY,GREENE PLANTATION HISTORICAL SOCIETY,ME,712120.0,A82
672,10449682,2019,DAUGHTERS OF ISABELLA,DAUGHTERS OF ISABELLA,ME,712120.0,A80
677,10450173,2018,WESSAWESKEAG HISTORICAL SOCIETY,WESSAWESKEAG HISTORICAL SOCIETY,ME,712120.0,A82
684,10451244,2019,VASSALBORO HISTORICAL SOCIETY,VASSALBORO HISTORICAL SOCIETY,ME,712120.0,A82
685,10451298,2019,HOPE HISTORICAL SOCIETY,HOPE HISTORICAL SOCIETY,ME,712120.0,A82
701,10453808,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,ME,712120.0,A80
703,10454002,2019,MILBRIDGE HISTORICAL SOCIETY,MILBRIDGE HISTORICAL SOCIETY,ME,712120.0,A82
720,10457704,2018,SANGERVILLE HISTORICAL SOCIETY,SANGERVILLE HISTORICAL SOCIETY,ME,712120.0,A82
727,10458680,2011,GEORGETOWN HISTORICAL SOCIETY,GEORGETOWN HISTORICAL SOCIETY,ME,712120.0,A82
728,10458774,2019,TEMPLE HISTORICAL SOCIETY INC,TEMPLE HISTORICAL SOCIETY INC,ME,712120.0,A82
749,10461676,2019,ISLAND FALLS HISTORICAL SOCIETY,ISLAND FALLS HISTORICAL SOCIETY,ME,712120.0,A82
752,10462510,2017,ISLESFORD HISTORICAL SOCIETY,ISLESFORD HISTORICAL SOCIETY,ME,712120.0,A82
760,10463820,2018,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,ME,712120.0,A80
765,10465203,2019,THE DENMARK HISTORICAL SOCIETY,THE DENMARK HISTORICAL SOCIETY,ME,712120.0,A82
778,10467642,2019,LEXINGTON HIGHLAND HISTORICAL SOCIETY,LEXINGTON HIGHLAND HISTORICAL SOCIETY,ME,712120.0,A82
780,10467674,2019,THE PROSPECT HISTORICAL SOCIETY,THE PROSPECT HISTORICAL SOCIETY,ME,712120.0,A82
811,10472051,2019,AMVETS,AMVETS,ME,712120.0,A80
846,10477811,2018,BALDWIN HISTORICAL SOCIETY INC,BALDWIN HISTORICAL SOCIETY INC,ME,712120.0,A82
864,10480568,2019,CORNISH HISTORICAL SOCIETY INC,CORNISH HISTORICAL SOCIETY INC,ME,712120.0,A82
871,10481458,2017,CHANNING CHAPEL PRESERVATION SOCIETY,CHANNING CHAPEL PRESERVATION SOCIETY,ME,712120.0,A82
876,10481898,2018,FRIENDS OF PEARYS EAGLE ISLAND LTD,FRIENDS OF PEARYS EAGLE ISLAND LTD,ME,712120.0,A82
882,10483425,2019,AMVETS,AMVETS,ME,712120.0,A80
885,10483911,2019,MAINE GOLF HALL OF FAME INC,MAINE GOLF HALL OF FAME INC,ME,712110.0,A50
891,10484796,2014,GREAT CRANBERRY HISTORICAL SOCIETY,GREAT CRANBERRY HISTORICAL SOCIETY,ME,712120.0,A82
899,10485903,2019,HIRAM HISTORICAL SOCIETY,HIRAM HISTORICAL SOCIETY,ME,712120.0,A82
901,10486068,2019,SEARSMONT HISTORICAL SOCIETY,SEARSMONT HISTORICAL SOCIETY,ME,712120.0,A82
910,10486638,2019,FRONTIER HERITAGE,FRONTIER HERITAGE,ME,712120.0,A80
929,10489874,2019,CLIFTON HISTORICAL SOCIETY,CLIFTON HISTORICAL SOCIETY,ME,712120.0,A82
931,10490393,2019,CARMEL HISTORICAL SOCIETY INC,CARMEL HISTORICAL SOCIETY,ME,712120.0,A82
937,10492001,2019,THE INDUSTRY HISTORICAL SOCIETY,THE INDUSTRY HISTORICAL SOCIETY,ME,712120.0,A82
945,10493676,2018,CARTHAGE HISTORICAL SOCIETY INC,CARTHAGE HISTORICAL SOCIETY INC,ME,712120.0,A82
952,10494326,2018,CORINTH HISTORICAL SOCIETY INC,CORINTH HISTORICAL SOCIETY INC,ME,712120.0,A82
953,10494386,2016,INSTITUTE OF MARITIME HISTORY,INSTITUTE OF MARITIME HISTORY,MD,712120.0,A80
959,10494981,2018,SEAL BAY FESTIVAL,SEAL BAY FESTIVAL,ME,712120.0,A84
960,10494986,2019,AMVETS,AMVETS,ME,712120.0,A80
973,10496581,2019,HISTORICAL SOCIETY OF NEWFIELD MAINE INC,HISTORICAL SOCIETY OF NEWFIELD MAINE INC,ME,712120.0,A82
977,10497113,2019,CHARLOTTE HISTORICAL SOCIETY,CHARLOTTE HISTORICAL SOCIETY,ME,712120.0,A82
978,10497678,2018,BAYSIDE HISTORICAL PRESERVATION SOCIETY,BAYSIDE HISTORICAL PRESERVATION SOCIETY,ME,712120.0,A82
989,10499651,2019,AMVETS,AMVETS,ME,712120.0,A80
995,10500070,2010,MARINE MAMMALS OF MAINE,MARINE MAMMALS OF MAINE,ME,712110.0,A50
1004,10501182,2019,ISLE AU HAUT HISTORICAL SOCIETY,ISLE AU HAUT HISTORICAL SOCIETY,ME,712120.0,A82
1005,10501236,2018,SQUIRREL ISLAND HISTORICAL SOCIETY,SQUIRREL ISLAND HISTORICAL SOCIETY,ME,712120.0,A82
1007,10501484,2019,PEMBROKE HISTORICAL SOCIETY,PEMBROKE HISTORICAL SOCIETY,ME,712120.0,A82
1017,10502652,2019,STONINGTON QUARRY MUSEUM INC,STONINGTON QUARRY MUSEUM INC,ME,712110.0,A50
1023,10503299,2017,POLAND HISTORICAL SOCIETY,POLAND HISTORICAL SOCIETY,ME,712120.0,A82
1027,10504068,2019,DOVER-FOXCROFT HISTORICAL SOCIETY INC,DOVER-FOXCROFT HISTORICAL SOCIETY INC,ME,712120.0,A82
1029,10504455,2019,MAINE AVIATION HISTORICAL SOCIETY,MAINE AVIATION HISTORICAL SOCIETY,ME,712120.0,A82
1032,10505823,2019,LONG ISLAND HISTORICAL SOCIETY INC,LONG ISLAND HISTORICAL SOCIETY INC,ME,712120.0,A82
1037,10506788,2019,MILO HISTORICAL SOCIETY INC,MILO HISTORICAL SOCIETY INC,ME,712120.0,A82
1049,10508799,2017,LUBEC LANDMARKS INC,LUBEC LANDMARKS INC,ME,712120.0,A82
1052,10509298,2019,FRIENDS OF THE SOUTHPORT HISTORICAL SOCIETY,FRIENDS OF THE SOUTHPORT HISTORICAL SOCIETY,ME,712120.0,A82
1063,10510506,2019,AROOSTOOK PARTNERS IN THE ARTS,AROOSTOOK PARTNERS IN THE ARTS,ME,712110.0,A51
1077,10511809,2019,WALDOBOROUGH HISTORICAL SOCIETY,WALDOBOROUGH HISTORICAL SOCIETY,ME,712120.0,A82
1085,10512631,2019,MAINE MYCOLOGICAL ASSOCIATION INC,MAINE MYCOLOGICAL ASSOCIATION INC,ME,712130.0,C41
1086,10512664,2018,NEW YEARS BY THE BAY,NEW YEARS BY THE BAY,ME,712120.0,A84
1134,10517492,2019,ABBOT HISTORICAL SOCIETY,ABBOT HISTORICAL SOCIETY,ME,712120.0,A82
1162,10520397,2019,MEXICO HISTORICAL SOCIETY INC,MEXICO HISTORICAL SOCIETY INC,ME,712120.0,A82
1179,10522100,2019,BROOKSVILLE HISTORICAL SOCIETY,BROOKSVILLE HISTORICAL SOCIETY,ME,712120.0,A82
1180,10522226,2019,NEWCASTLE HISTORICAL SOCIETY,NEWCASTLE HISTORICAL SOCIETY,ME,712120.0,A82
1196,10524553,2019,DEXTER HISTORICAL SOCIETY INC,DEXTER HISTORICAL SOCIETY INC,ME,712120.0,A82
1230,10528430,2019,BREMEM TOWN HOUSE ASSOCIATION INC,BREMEM TOWN HOUSE ASSOCIATION INC,ME,712120.0,A80
1244,10529917,2019,DAVISTOWN MUSEUM,DAVISTOWN MUSEUM,ME,712110.0,A50
1251,10530471,2019,MADISON HISTORICAL AND GENEALOGICAL SOCIETY,MADISON HISTORICAL AND GENEALOGICAL SOCIETY,ME,712120.0,A82
1252,10530528,2019,OLD WALPOLE MEETING HOUSE,OLD WALPOLE MEETING HOUSE,ME,712120.0,A80
1254,10530623,2018,MAINE CHAPTER OF THE AMERICAN CHESTNUT FOUNDATION,MAINE CHAPTER OF THE AMERICAN CHESTNUT FOUNDATION,ME,712130.0,C40
1256,10530747,2019,BUXTON-HOLLIS HISTORICAL SOCIETY,BUXTON-HOLLIS HISTORICAL SOCIETY,ME,712120.0,A82
1260,10531359,2019,ROBBINSTON HISTORICAL SOCIETY,ROBBINSTON HISTORICAL SOCIETY,ME,712120.0,A82
1265,10532105,2018,WINSLOW FAMILY FOURTH OF JULY COMMITTEE,WINSLOW FAMILY FOURTH OF JULY COMMITTEE,ME,712120.0,A84
1269,10532794,2018,MADRID HISTORICAL SOCIETY,MADRID HISTORICAL SOCIETY,ME,712120.0,A82
1273,10533090,2019,EMBDEN HISTORICAL SOCIETY INC,EMBDEN HISTORICAL SOCIETY INC,ME,712120.0,A82
1280,10533833,2019,ANSON HISTORICAL SOCIETY,ANSON HISTORICAL SOCIETY,ME,712120.0,A82
1294,10535119,2019,WEST BATH HISTORICAL SOCIETY,WEST BATH HISTORICAL SOCIETY,ME,712120.0,A82
1310,10537153,2019,FRIENDSHIP MUSEUM INC,FRIENDSHIP MUSEUM INC,ME,712110.0,A50
1313,10537423,2019,TACONNETT FALLS CHAPTER OF MAINE GENEALOGICAL SOCIETY,TACONNETT FALLS CHAPTER OF MAINE GENEALOGICAL SOCIETY,ME,712120.0,A80
1320,10538668,2019,NOVA ROMA,NOVA ROMA,AZ,712120.0,A80
1323,10539071,2019,FREEDOM HISTORICAL SOCIETY,FREEDOM HISTORICAL SOCIETY,ME,712120.0,A82
1337,10540044,2018,DAMARISCOTTA HISTORICAL SOCIETY,DAMARISCOTTA HISTORICAL SOCIETY,ME,712120.0,A82
1346,10541068,2019,MAINE FRANCO-AMERICAN GENEALOGICAL SOCIETY,MAINE FRANCO-AMERICAN GENEALOGICAL SOCIETY,ME,712120.0,A80
1357,10542228,2019,Brooklin Keeping Society,BROOKLIN KEEPING SOCIETY,ME,712120.0,A82
1384,10546055,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,ME,712120.0,A80
1396,10546996,2018,HARTLAND HISTORICAL SOCIETY,HARTLAND HISTORICAL SOCIETY,ME,712120.0,A82
1439,10553804,2017,HARRIS BARRETT SCHOOL INC,HARRIS BARRETT SCHOOL INC,AL,712120.0,A80
1443,10554700,2014,PEACE CORPS FOUNDATION,PEACE CORPS FOUNDATION,DC,712110.0,A50
1487,10563346,2019,AMVETS,AMVETS,NY,712120.0,A80
1507,10568739,2019,KOREAN AMERICAN FOUNDATION-GREATER WASHINGTON,KOREAN AMERICAN FOUNDATION-GREATER WASHINGTON,MD,712120.0,A84
1514,10569386,2019,HISTORIC FERNANDINA BUSINESS ASSOC,HISTORIC FERNANDINA BUSINESS ASSOCIATION INC,FL,712120.0,A80
1528,10571372,2018,GANDHI MEMORIAL TR FUND NFP,GANDHI MEMORIAL TR FUND NFP,IL,712120.0,A80
1539,10572607,2019,NEW RICHLAND AREA HISTORICAL SOCIETY,NEW RICHLAND AREA HISTORICAL SOCIETY,MN,712120.0,A82
1552,10574693,2019,FRIENDS OF OHIO BARNS INC,FRIENDS OF OHIO BARNS INC,OH,712120.0,A80
1583,10580718,2018,INDIAN WELLS HISTORIC PRESERVATION FOUNDATION,INDIAN WELLS HISTORIC PRESERVATION FOUNDATION,CA,712120.0,A82
1586,10581247,2019,ALBION BETTERMENT COMMITTEE,ALBION BETTERMENT COMMITTEE,NY,712120.0,A80
1658,10593546,2017,TIOGA HISTORICAL SOCIETY,TIOGA HISTORICAL SOCIETY,LA,712120.0,A82
1669,10596732,2019,POLK COUNTY GENEALOGICAL SOCIETY,POLK COUNTY GENEALOGICAL SOCIETY,AR,712120.0,A80
1695,10600550,2019,SOCIETY FOR THE PRESERVATION OF MINNEOTAS HERITAGE,SOCIETY FOR THE PRESERVATION OF MINNEOTAS HERITAGE,MN,712120.0,A82
1710,10602585,2014,SPOKANE VALLEY HERITAGE MUSEUM,SPOKANE VALLEY HERITAGE MUSEUM,WA,712110.0,A50
1712,10602627,2019,ESTEY ORGAN MUSEUM INC,ESTEY ORGAN MUSEUM INC,VT,712110.0,A50
1761,10613084,2018,CHARLOTTE COUNTY GENEALOGICAL SOCIETY INC,CHARLOTTE COUNTY GENEALOGICAL SOCIETY INC,FL,712120.0,A80
1779,10616424,2016,MERKEL HISTORICAL SOCIETY,MERKEL HISTORICAL SOCIETY,TX,712120.0,A82
1825,10624274,2019,SHANKLEVILLE HISTORICAL SOCIETY INC,SHANKLEVILLE HISTORICAL SOCIETY INC,TX,712120.0,A82
1869,10631784,2019,MONTVILLE HISTORICAL SOCIETY,MONTVILLE HISTORICAL SOCIETY,ME,712120.0,A82
1890,10634494,2017,AMVETS,AMVETS,NY,712120.0,A80
1938,10640821,2019,MILTON HERITAGE SOCIETY INC,MILTON HERITAGE SOCIETY INC,IA,712120.0,A82
1978,10648681,2018,Louisiana Oil & Gas Museum Foundation Inc,LOUISIANA OIL & GAS MUSEUM FOUNDATION INC,LA,712110.0,A50
2001,10651705,2018,ATWATER AREA HISTORICAL SOCIETY INC,ATWATER AREA HISTORICAL SOCIETY INC,MN,712120.0,A82
2007,10652856,2019,FRIENDS OF THE FARM,FRIENDS OF THE FARM,TX,712110.0,A54
2020,10655841,2013,CAPE CANAVERAL LIGHTHOUSE FOUNDATION INC,CAPE CANAVERAL LIGHTHOUSE FOUNDATION INC,FL,712120.0,A80
2056,10660169,2019,MODEL RAILROADING MUSEUM INC,MODEL RAILROADING MUSEUM INC,NY,712110.0,A50
2065,10661743,2016,DUNSMUIR BOTANICAL GARDENS,DUNSMUIR BOTANICAL GARDEN,CA,712130.0,C41
2070,10662458,2018,ENCOUNTERS ON THE PRAIRIE-SD CHPT OF LEWIS & CLARK TRAIL HERITAGE,ENCOUNTERS ON THE PRAIRIE-SD CHPT OF LEWIS & CLARK TRAIL HERITAGE,SD,712120.0,A82
2078,10664071,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,AZ,712120.0,A80
2102,10668810,2019,POPLAR BLUFF HISTORIC DEPOT RESTORATION CORPORATION,POPLAR BLUFF HISTORIC DEPOT RESTORATION CORPORATION,MO,712110.0,A54
2131,10673203,2018,MARTIN LUTHER KING JR CELEBRATION COMMITTEE OF BRAZORIA COUNTY,MARTIN LUTHER KING JR CELEBRATION COMMITTEE OF BRAZORIA COUNTY,TX,712120.0,A84
2148,10675503,2018,GORDON A NEW BEGINNING INC,GORDON A NEW BEGINNING INC,GA,712120.0,A80
2149,10675816,2018,MOUTH OF TEH PLATTE INC,MOUTH OF TEH PLATTE INC,IA,712120.0,A80
2152,10675937,2019,BEACHWOOD HISTORIC SOCIETY,BEACHWOOD HISTORIC SOCIETY,OH,712120.0,A82
2159,10677811,2019,CREATION ADVENTURES MUSEUM INC,CREATION ADVENTURES MUSEUM INC,FL,712110.0,A56
2165,10680149,2019,CRAWFORD COUNTY HISTORICAL SOCIETY,CRAWFORD COUNTY HISTORICAL SOCIETY,GA,712120.0,A82
2176,10681961,2010,BEECHWOOD FOUNDATION INC,BEECHWOOD FOUNDATION INC,RI,712110.0,A50
2231,10691593,2019,28TH MASSACHUSETTS VOLUNTEER INFANTRY COMPANY B,28TH MASSACHUSETTS VOLUNTEER INFANTRY COMPANY B,VA,712120.0,A84
2270,10699448,2018,HAMILTON MUSEUM AND RANCH FOUNDATION,HAMILTON MUSEUM AND RANCH FOUNDATION,CA,712110.0,A54
